,Source User id,Follower id
1981,110246225536625491,"[110300692930375662, 368516, 108197274726039240, 369027, 109531593529671403, 110271797207746720, 108202543425632692, 109257206614345754, 110271695719962178, 108252199165031879, 110270656882025436, 108222836421911584, 109241865474911031, 109524121225513824, 108765921451363564, 110258894469488398, 108197116676711084, 421281, 490603, 109524610791536491, 108220448280367128, 939508, 1234041, 110198647453070220, 110209870880278876, 107537000312971849, 110204716806527868, 106143004861617389, 108197433957237711, 110086639492508688, 110124030363829765, 110181231885555799, 106619689670692679, 110153502955969903, 109510293161525199, 109315562679846056, 110103218157729413, 109448696520712429, 109248231600118536, 109270641764337646]"
2685,109246965431897238,[109420005911869076]
3458,110201612528639347,"[109792241703293437, 109259475732566097, 110304728436604588, 109717595483391080, 110304450060977257, 109307746917696888, 109511076965198502, 110298484068475705, 109492519299440985, 239194, 532604, 109732384179588655, 429029, 109333776683813199, 501959, 109746231670568042, 108195594302751162, 109381923617035267, 109753577688741547, 109549523519726880, 110160231157843597, 109430932430014709, 109541217262119357, 452736, 110272087863928570, 411397, 109330855730621278, 110211848656511209, 109991903468171824, 110142995876118998, 110239255720849045, 110031111041571934, 110234041079460570, 110226648330105885, 109599903995768695, 110222922595803933, 110218089987364102, 109767050861023442, 110212261606723537, 109212174332818835]"
3859,152957,[109420005911869076]
7654,110188838121799282,"[109520949079004284, 109543399031319888, 110284256838102170, 109824850164971498, 109326527575282503, 110290584187882541, 109909782922629175, 109627700150974330, 110276661458274582, 109490679433560720, 110068921406778348, 110061820625502836, 109628427445508336, 110266470373379975, 109942543815365630, 110261804708151453, 109334117339133222, 109308550305406313, 110251022553495524, 110248292214624362, 109840438341062109, 109524841448390150, 110070803284871424, 110216763427530925, 109241747522482555, 109336851987706232, 110227997946086410, 110221254799657700, 110136854990411670, 110225230267881813, 110230623383625335, 302867, 109564896927210875, 110214662896585629, 109547586769963287, 109354564202240035, 109311815634069832, 110223062530386359, 110225228077037909, 109298579501648776]"
2885,418778,"[108217029920968684, 110225230267881813, 716624, 109495577866054914, 109356006310969142, 109312582618562080, 109539490997972430, 110123977780289807, 109622143718368908, 109716959529463291, 109250590404759409, 31104, 110055150311659456, 109361362011925648, 462858, 34541, 109371837688638975, 109496933551875475, 109840438341062109, 380662, 109293202859655091, 109872522706840339, 109845983537391274, 7428, 109306196154654119, 109796686731930595, 109392513141812648, 109129002720884605, 109759618178486621, 109260017939727555, 109303101240516234, 109641462983506969, 109322841931613998, 109374909714646047, 13867, 109276362570125606, 106254002023289913, 64927, 109540740937009821, 527206]"
7281,110154065161871344,"[109330820766341319, 109264356315479032, 109558051203927100, 110272765807497344, 110270043178139899, 109530918373613182, 109346748972408191, 110255164720606840, 110255114024079669, 110224609277661005, 110241134305986080, 107868888216355199, 110231109976274880, 109254154653602960, 109342979990047745, 110195399909850260, 109142901281876662, 109297841343016758, 109978049397898987, 110174995480721295, 110149979465086052, 110081239054803012, 109465674877968070, 109257162612788898, 110073850102842279, 110063194092404750, 110028801912920415, 109365374786933481, 109534966247097423, 109845298550366701, 109297739472160800, 109852196554881578, 109449626139902811, 109580196306489206, 109512068510955417, 108209270503905334, 109733004586202431, 109563066137226137, 109296027633972169, 108203587240763773]"
6255,109930480994418609,"[110270452762857296, 110297051239289897, 109627700150974330, 110070803284871424, 37871, 109340615789801677, 110272719119163613, 239549, 108275039698931751, 109310424364666257, 110192002834486585, 109847070264636922, 109363413787144520, 414747, 108199052370473764, 109522937761381716, 110255611570225090, 109622221066512048, 110254498998562923, 110250405919250004, 108201257337764041, 109315182603967008, 109792582459117716, 1099836, 109343910468826982, 109336851987706232, 110234980703893351, 110103218157729413, 510714, 109807538774695699, 109838083951075571, 109817097687408063, 109294019742831076, 110180240856870695, 109524372976580802, 109363307192454251, 808827, 109290536275493370, 109349859596045670, 109517981651361530]"
5639,110222843500837471,"[110306612302450008, 109293968358239249, 110296481496840710, 109304164524381371, 109386142990426327, 72915, 110266439782777391, 109290769247061540, 110234763602481978, 110273215530512473, 109358544043904637, 292026, 110272514001961428, 110262812864256181, 42515, 110225230267881813, 109326479774378594, 108196693981819390, 109832127422396285, 109371625189443217, 109524382489883725, 109326527575282503, 109323451766884912, 106171852968263281, 109273953004537469, 110182637082977603, 110060762581146835, 109702860297767191, 109531736143811033, 109963361847492222, 109332586067911687, 110173335703448754, 109981531130646465, 109521003148678105, 109248945403729531, 109332071357223261, 109394920894164425, 109309579282278287, 110142246758821707, 109517915898017804]"
9459,109956450497135672,"[110173161793044698, 109258768109778160, 110000483597921949, 510714, 109305688015362741]"
3146,301226,"[110294278146801814, 109327802613920384, 110284337618534385, 1042841, 110257734360880327, 109375777305698293, 109379333765918622, 106796674481436815, 109387928178829386, 11862, 109501770616002266, 108228796735866969, 110166807816883331, 109821213371358620, 110160392963220728, 109875697809027069, 109310023226069507, 109943223460461189, 109929768835378588, 110085359358781790, 109496840001261002, 110057426282363256, 110013827057494584, 109296788800301735, 110038806017178535, 109358775723559347, 109324392516756142, 110023620524857551, 110007833440133481, 110000482739802913, 109994239995632018, 109874906042265773, 109982550065145055, 109990742193780400, 39092, 109257882287424451, 109956154023458508, 13867, 109977763437783109, 109823700270995621]"
2742,107570121986300070,"[109362226689921924, 109578503450791945, 109373362828105939, 109447738125689458, 109382703832271097, 109334271180334202, 109286378747788380, 110103218157729413, 109984190960994281, 411530, 109708762695458712, 109306196154654119, 109412666242570343, 109525661289507153, 109381614619162122, 109304352088331788, 109883155992226496, 1104259, 109871851277947231, 109814893031897769, 109537079163665745, 109368381957843420, 483505, 227418, 109268032595497750, 109521012111777616, 270595, 109308276024902205, 109363046553527331, 109463205272941927, 109747488186977702, 109299198117127553, 456633, 109406162968664828, 109308029285752944, 109406369169996399, 109513651965135983, 422969, 109289048078376155, 109581739421786446]"
4047,1032017,"[110056097774827169, 109517981651361530, 109359960169649156, 109473101973137363, 109429375125038780, 110284898340550179, 110301598814804029, 110300889893834751, 515606, 109349810257725783, 109386142990426327, 110295159831907375, 1386767, 109620361741018775, 109531245648963152, 110106828007675127, 110287185520501953, 110239536108695012, 109419252724852076, 109529350117422755, 110234196158251919, 109718969854817088, 109378131427104800, 1090193, 109449680180097550, 109299797329515878, 109422278461177649, 486653, 107558005344461476, 110247631456547291, 109292152921020439, 109453773522073554, 109558051203927100, 86263, 110279577422010508, 109389537751972187, 677761, 109831834621020128, 108051043066980603, 646732]"
2945,108227009952951715,"[890010, 110310382665756239, 423626, 110308219295787956, 110308081069436786, 110301803495209982, 110068921406778348, 110303550366407096, 110154323420359341, 110269619446516492, 109416425899963319, 110300224874148147, 110299835314569408, 110299730567377960, 110299401185871950, 110297940150038579, 109451020442171240, 177055, 1386767, 110295159831907375, 110295291720162577, 110264405300787824, 109258787935051189, 110294278146801814, 110276709074769461, 110293946686870455, 754903, 110293561837004292, 6874, 110290584187882541, 109246885301827574, 109291604159446146, 110197732981171001, 109263066695553615, 110279161643217160, 109305627984010395, 110220187981392129, 109536809870062918, 109259781645873021, 109564020027450369]"
6543,1296366,"[110309750520921012, 110297051239289897, 109303873406029251, 110182842861108426, 110029866297454388, 109244463651467998, 110263915619776236, 109253537209913700, 109457327586203705, 109315182603967008, 109361944639645822, 109854423249944679, 107831879234996344, 109046660052670753, 110257594420275948, 1105010, 109339524526502579, 109309727407701935, 110271793808244396, 109355186840295126, 107308443140421509, 623648, 109269302400130784, 109321995116199624, 109344609660291721, 109446328878234769, 34099, 109296766648551436, 108197900630052143, 109318384360068004, 109334231242821447, 109316848034709311, 109285307306768642, 109290433427217812, 109302838480153677, 109265738917315398, 109379525885356646, 109524608489472625, 109783975971053202, 109243706623152181]"
700,109916235808088833,"[109520949079004284, 109543399031319888, 110284256838102170, 109824850164971498, 109326527575282503, 110290584187882541, 109909782922629175, 109627700150974330, 110276661458274582, 109490679433560720, 110068921406778348, 110061820625502836, 109628427445508336, 110266470373379975, 109942543815365630, 110261804708151453, 109334117339133222, 109308550305406313, 110251022553495524, 110248292214624362, 109840438341062109, 109524841448390150, 110070803284871424, 110216763427530925, 109241747522482555, 109336851987706232, 110227997946086410, 110221254799657700, 110136854990411670, 110225230267881813, 110230623383625335, 302867, 109564896927210875, 110214662896585629, 109547586769963287, 109354564202240035, 109311815634069832, 110223062530386359, 110225228077037909, 109298579501648776]"
3574,109879469390329938,"[110061607771996981, 109989490366090045, 109471757628889863, 109726582634399595, 560226, 109248557047393807, 125105, 109308623493541248, 807108, 109417841192753413, 108525551288418075, 109307545416709138, 109316029141955286, 109356913505096736, 109388178370988537, 109349063126899818, 109297303740475372, 41147, 926445, 109337481858278687, 109288032543065212, 428614]"
7699,109246248829885607,"[110083248197362938, 110009936308065426, 109930784357438387, 109930728139876889, 109881982672374212, 109871057533017960, 109842751214829593, 109648983031615946, 109648964407059308, 109619388923054681, 1398812, 897164, 107990612893998510, 154645, 109494187753823620, 109467823376741883, 109369265016222611, 109421825312030630, 109403087235984028, 109377104789417998, 109279367586591346, 109377303584248374, 108192822978697558, 109354169780543881, 109352609792095633, 1005528, 109298106070900689, 109320838884155411, 109297966459744280, 106690698393272640, 1227845, 1003095, 590698, 189729, 71966, 57329, 42818, 32827, 32684]"
6309,109926534067620785,"[109296784879012905, 109364264546546346, 109783087530440278, 110296891815390063, 18877, 109282002164396756, 109292567498513737, 110295159831907375, 5108, 110290584187882541, 109264465429125851, 109320728899911174, 110276456272472778, 110287185520501953, 109841797517665825, 110279577422010508, 109422785701703987, 110281883200521862, 109434434140664303, 108197952139312381, 108220442991049032, 109838103676693328, 39437, 106675830135199312, 109299002467373902, 109298039531129080, 109557197331054825, 107924423888802486, 110210131017200798, 109530002370197955, 110012005693257202, 109536239523971982, 110100878444442877, 109287810133884557, 108155181592574074, 110245881270926212, 109304276240233007, 109984446505647260, 125877, 109545826517754926]"
7750,110249067578410656,"[110300692930375662, 368516, 108197274726039240, 369027, 109531593529671403, 110271797207746720, 108202543425632692, 109257206614345754, 110271695719962178, 108252199165031879, 110270656882025436, 108222836421911584, 109241865474911031, 109524121225513824, 108765921451363564, 110258894469488398, 108197116676711084, 421281, 490603, 109524610791536491, 108220448280367128, 939508, 1234041, 110198647453070220, 110209870880278876, 107537000312971849, 110204716806527868, 106143004861617389, 108197433957237711, 110086639492508688, 110124030363829765, 110181231885555799, 106619689670692679, 110153502955969903, 109510293161525199, 109315562679846056, 110103218157729413, 109448696520712429, 109248231600118536, 109270641764337646]"
4048,109308962755481945,"[231587, 109336851987706232, 109440591379604682, 110040584520654856, 109326068000923169, 109252958192520008, 110075770391108323, 213939, 109900375563294153, 109900701731429656, 109498410025580344, 109575420348347018, 109872923892375531, 433566, 109381417629003383, 109530197620737129, 109676464165908230, 109341858255988212, 109246823249940290, 109499533969763533, 109371694848912718, 109578277785645562, 109362130303891364, 109563230239720307, 109537287393972940, 825665, 109455943635324371, 109286868783516669, 109366258290762567, 109438292171792686, 109308853893562329, 109332021037840342, 109385591441670080, 109299854739762003, 109367028501991297, 109377360025125401, 109304960134258716, 109312014968827809, 107909616669852316, 109363103166679848]"
4899,109960190035720131,[109420005911869076]
9772,382189,"[109792241703293437, 109259475732566097, 110304728436604588, 109717595483391080, 110304450060977257, 109307746917696888, 109511076965198502, 110298484068475705, 109492519299440985, 239194, 532604, 109732384179588655, 429029, 109333776683813199, 501959, 109746231670568042, 108195594302751162, 109381923617035267, 109753577688741547, 109549523519726880, 110160231157843597, 109430932430014709, 109541217262119357, 452736, 110272087863928570, 411397, 109330855730621278, 110211848656511209, 109991903468171824, 110142995876118998, 110239255720849045, 110031111041571934, 110234041079460570, 110226648330105885, 109599903995768695, 110222922595803933, 110218089987364102, 109767050861023442, 110212261606723537, 109212174332818835]"
7142,110168847279338922,"[109945923505553492, 109377864480244704, 110095172889599569, 109311819026689722, 109434433361891033, 110244336238337292, 109745539517088276, 12222, 110193919232830508, 110205621656580197, 108194391166079444, 110198088964215163, 109739916970224581, 109362924198915586, 109286865976804976, 110107735656050998, 110173578855027387, 108089386293371060, 110069424992184501, 107839065311779705, 108195968663547223, 106676597614407749, 109990354254005596, 109506815475038721, 109363195973935823]"
603,108789766879468706,"[109526259833318609, 109999479105872850, 109564485523011130, 109382861583668530]"
2846,500313,"[109520949079004284, 109543399031319888, 110284256838102170, 109824850164971498, 109326527575282503, 110290584187882541, 109909782922629175, 109627700150974330, 110276661458274582, 109490679433560720, 110068921406778348, 110061820625502836, 109628427445508336, 110266470373379975, 109942543815365630, 110261804708151453, 109334117339133222, 109308550305406313, 110251022553495524, 110248292214624362, 109840438341062109, 109524841448390150, 110070803284871424, 110216763427530925, 109241747522482555, 109336851987706232, 110227997946086410, 110221254799657700, 110136854990411670, 110225230267881813, 110230623383625335, 302867, 109564896927210875, 110214662896585629, 109547586769963287, 109354564202240035, 109311815634069832, 110223062530386359, 110225228077037909, 109298579501648776]"
393,508253,"[109324471327971806, 466949, 109296846333350225, 110295398716566437, 110304401993449153, 108226713531924801, 109315171506323340, 110213726548893503, 108290726617406158, 109246885301827574, 109267705510402488, 109511543852579530, 109259110925364590, 514940, 109523927138866343, 110283792909319830, 108194142164922537, 109984446505647260, 705485, 109292896034948683, 110068235831565482, 110279224459441675, 107601331643525233, 109312203757152169, 109163862277630473, 1142757, 109236757277049909, 108620607274306500, 109847873497057332, 109312995149042215, 949951, 109362649223088234, 829398, 109330292828212650, 109258202138296020, 108225787327699547, 109355756879615245, 108195080334812973, 109364583096562800, 110255065972553983]"
9447,235302,"[108217029920968684, 110225230267881813, 716624, 109495577866054914, 109356006310969142, 109312582618562080, 109539490997972430, 110123977780289807, 109622143718368908, 109716959529463291, 109250590404759409, 31104, 110055150311659456, 109361362011925648, 462858, 34541, 109371837688638975, 109496933551875475, 109840438341062109, 380662, 109293202859655091, 109872522706840339, 109845983537391274, 7428, 109306196154654119, 109796686731930595, 109392513141812648, 109129002720884605, 109759618178486621, 109260017939727555, 109303101240516234, 109641462983506969, 109322841931613998, 109374909714646047, 13867, 109276362570125606, 106254002023289913, 64927, 109540740937009821, 527206]"
7234,109921557753860262,"[109330820766341319, 109264356315479032, 109558051203927100, 110272765807497344, 110270043178139899, 109530918373613182, 109346748972408191, 110255164720606840, 110255114024079669, 110224609277661005, 110241134305986080, 107868888216355199, 110231109976274880, 109254154653602960, 109342979990047745, 110195399909850260, 109142901281876662, 109297841343016758, 109978049397898987, 110174995480721295, 110149979465086052, 110081239054803012, 109465674877968070, 109257162612788898, 110073850102842279, 110063194092404750, 110028801912920415, 109365374786933481, 109534966247097423, 109845298550366701, 109297739472160800, 109852196554881578, 109449626139902811, 109580196306489206, 109512068510955417, 108209270503905334, 109733004586202431, 109563066137226137, 109296027633972169, 108203587240763773]"
95,110154065161871344,"[110225813213442390, 108345781050254327, 110183898713970627, 110103218157729413]"
1662,110022654891443062,"[110225813213442390, 108345781050254327, 110183898713970627, 110103218157729413]"
8970,110219177078796924,"[109287338147856722, 109280680610943530]"
5130,319191,"[29091, 109367747843178932, 110265703171879047, 110257551104237039, 109688095145029040, 110252543266946854, 110128623329469553, 110247999765282270, 109363298724619101, 109909410471170364, 109650701941085172, 109942600752396280, 109998141473903141, 110192352845075450, 109364302839350920, 109700769218418808, 72612, 109547883126501135, 46110, 109971123875456343, 110045112965022035, 110112915267615340, 109298602269209779, 110094358450418516, 110072752008544289, 109755951309841450, 110027429504832141, 109296175372230540, 109756164724638562, 110067075422607431, 110056236530773363, 110043804884429016, 109364331040011669, 110000558116464567, 110000068359622208, 109994301805416060, 109994189946863325, 109947209173651865, 109987891183644181, 109971569958461598]"
1488,109949448139055873,"[231587, 109336851987706232, 109440591379604682, 110040584520654856, 109326068000923169, 109252958192520008, 110075770391108323, 213939, 109900375563294153, 109900701731429656, 109498410025580344, 109575420348347018, 109872923892375531, 433566, 109381417629003383, 109530197620737129, 109676464165908230, 109341858255988212, 109246823249940290, 109499533969763533, 109371694848912718, 109578277785645562, 109362130303891364, 109563230239720307, 109537287393972940, 825665, 109455943635324371, 109286868783516669, 109366258290762567, 109438292171792686, 109308853893562329, 109332021037840342, 109385591441670080, 109299854739762003, 109367028501991297, 109377360025125401, 109304960134258716, 109312014968827809, 107909616669852316, 109363103166679848]"
2707,109244566360072139,"[109298618255055647, 110180527752121398, 109296132256371401, 4716, 110198733932511412]"
9277,107273404072523431,"[110270452762857296, 108772405993602191, 109298728051148516, 109381566077843035, 110292360723397548, 109315756247246228, 109360818779996580, 109283293652762320, 226997, 109338373247832514, 110244372923721622, 109248945403729531, 109840331038143505, 109320087312864908, 110128881170754187, 110068921406778348, 109501483238531975, 110209379037168223, 109330478219337688, 109405121722090251, 110244759180093874, 109287193499965416, 109320282952408700, 109299353593311389, 109251944369852238, 109521085983964405, 109332932992275186, 109309940953862298, 109422984856203798, 110160959680597683, 110140506844336936, 109417719197961130, 109293237450915289, 109426976393335800, 109317362359801964, 109309378665143112, 510714, 109881193344135156, 109982113847829591, 109524642214014689]"
5140,659174,"[109324510470175323, 107043533985334177, 106592165547010027, 109853969922254166, 109916789612778569, 108220537342526067, 109799777911090302, 109358841100708530, 109751362817772705, 108201331952623778, 109592062694451474, 109291624380627934, 109382097796691771, 109148334042488133, 108233219512838820, 109251300836088301, 107817498104069021, 109257432294497139, 109366182982947477, 108290726617406158, 459311, 109371335329768457, 109267222847921031, 109297947086822349, 109378219669147255, 108284645591762290, 109337810933303975, 109344294318923806, 109252154654992910, 108228812492679458, 108202982758266184, 109245054830273714, 109327306307554102, 485252, 109273345110026929, 109250560310677133, 108205747792707667, 109250283693577454, 109111972903522554, 109303805944370134]"
8241,109857229188096815,"[109366127502156558, 109327661656375280, 110079392469179881, 109377049492472558, 110235159320527186, 109330704582548664, 109396734940008369, 109246494255809972, 108199823374218982, 108950626336567355, 1102601, 1048630, 108192526335852478, 109479478473162751, 108226104143662471, 548077, 109394547533172373, 108233265672585462, 109320973843812690, 496030, 107632463889661321, 1197713, 108194416875492257, 551784, 1069259, 108197371239903560, 109281253844526970, 108160195019133070, 109293112284889930, 109358766421839701, 109365196184434126, 109371274655238593, 109365222208343765, 109297192065446018, 109320217893905018, 109290348304739692]"
3948,41635,"[110296543361884918, 109368438788600696, 109745096973666710, 109429375125038780, 110273060640672824, 108772405993602191, 110303836103075705, 110302764974217608, 108201606392045324, 108297058341496425, 110301310873639260, 109808209886804477, 110276986819970954, 110298565370478343, 109285855189626673, 109952357930922523, 110297051239289897, 109511285693487728, 110068921406778348, 110295159831907375, 109781398088908913, 110290584187882541, 110249896993747868, 109606208282844290, 110272826922989558, 110253093644815378, 109405767250295352, 109916450319714911, 109309402786985700, 110250744504016801, 109298721523035990, 109299849963829733, 108297138556868673, 109339585707178620, 108194698448048379, 110000739150260068, 53443, 109995707199905204, 109258768109778160, 110194217114108584]"
3933,110246403870288889,"[110056097774827169, 109517981651361530, 109359960169649156, 109473101973137363, 109429375125038780, 110284898340550179, 110301598814804029, 110300889893834751, 515606, 109349810257725783, 109386142990426327, 110295159831907375, 1386767, 109620361741018775, 109531245648963152, 110106828007675127, 110287185520501953, 110239536108695012, 109419252724852076, 109529350117422755, 110234196158251919, 109718969854817088, 109378131427104800, 1090193, 109449680180097550, 109299797329515878, 109422278461177649, 486653, 107558005344461476, 110247631456547291, 109292152921020439, 109453773522073554, 109558051203927100, 86263, 110279577422010508, 109389537751972187, 677761, 109831834621020128, 108051043066980603, 646732]"
4797,108195582938407523,"[109698539606541871, 494073, 109247515064122733, 110037196686826878, 109925969691396534, 109608338222308711, 109315894849286430, 109253199563738864, 864101, 109405121722090251, 127165, 109881193344135156, 110059115064805646, 869664, 1185988, 107192220324249637, 109257098418641664, 109377796914836681]"
4372,110183038946021339,"[890010, 110310382665756239, 423626, 110308219295787956, 110308081069436786, 110301803495209982, 110068921406778348, 110303550366407096, 110154323420359341, 110269619446516492, 109416425899963319, 110300224874148147, 110299835314569408, 110299730567377960, 110299401185871950, 110297940150038579, 109451020442171240, 177055, 1386767, 110295159831907375, 110295291720162577, 110264405300787824, 109258787935051189, 110294278146801814, 110276709074769461, 110293946686870455, 754903, 110293561837004292, 6874, 110290584187882541, 109246885301827574, 109291604159446146, 110197732981171001, 109263066695553615, 110279161643217160, 109305627984010395, 110220187981392129, 109536809870062918, 109259781645873021, 109564020027450369]"
2943,107570219077742842,"[109520949079004284, 109543399031319888, 110284256838102170, 109824850164971498, 109326527575282503, 110290584187882541, 109909782922629175, 109627700150974330, 110276661458274582, 109490679433560720, 110068921406778348, 110061820625502836, 109628427445508336, 110266470373379975, 109942543815365630, 110261804708151453, 109334117339133222, 109308550305406313, 110251022553495524, 110248292214624362, 109840438341062109, 109524841448390150, 110070803284871424, 110216763427530925, 109241747522482555, 109336851987706232, 110227997946086410, 110221254799657700, 110136854990411670, 110225230267881813, 110230623383625335, 302867, 109564896927210875, 110214662896585629, 109547586769963287, 109354564202240035, 109311815634069832, 110223062530386359, 110225228077037909, 109298579501648776]"
2465,1389751,"[110061607771996981, 109989490366090045, 109471757628889863, 109726582634399595, 560226, 109248557047393807, 125105, 109308623493541248, 807108, 109417841192753413, 108525551288418075, 109307545416709138, 109316029141955286, 109356913505096736, 109388178370988537, 109349063126899818, 109297303740475372, 41147, 926445, 109337481858278687, 109288032543065212, 428614]"
8582,106424815345210845,"[110083248197362938, 110009936308065426, 109930784357438387, 109930728139876889, 109881982672374212, 109871057533017960, 109842751214829593, 109648983031615946, 109648964407059308, 109619388923054681, 1398812, 897164, 107990612893998510, 154645, 109494187753823620, 109467823376741883, 109369265016222611, 109421825312030630, 109403087235984028, 109377104789417998, 109279367586591346, 109377303584248374, 108192822978697558, 109354169780543881, 109352609792095633, 1005528, 109298106070900689, 109320838884155411, 109297966459744280, 106690698393272640, 1227845, 1003095, 590698, 189729, 71966, 57329, 42818, 32827, 32684]"
5506,109354013204679273,"[108353926932015753, 110135170956372679, 110305319526257617, 109277104018819341, 109531430632240263, 109447347290332799, 110276986819970954, 110300141895009985, 110296543361884918, 109729908170221859, 109870491164948483, 109369372899148924, 110021177808470166, 109376857277585638, 110296831518746850, 110296336546899007, 110295900920577610, 110295159831907375, 1386767, 110166138855509976, 110290584187882541, 110090945533560092, 109294176154843670, 109530338373236614, 28948, 109449783292257449, 109989962122513528, 109523376837735996, 109709217980783754, 109592612110504532, 109250172609506215, 110279577422010508, 109333030986080867, 110028877668363595, 109294079206444005, 109301586336793452, 110100878444442877, 110278890438748612, 110234763602481978, 109270226899941215]"
19,109848583962231002,"[110310980326574261, 109362150860974394, 109653026878896563, 109245191741397935, 110292508138777124, 109303269909262410, 108197900630052143, 110261369002390050, 109484555646246795, 109987886198671601, 109291226867288079, 109299602943813870, 110244759180093874, 110090310331246886, 110112708579093162, 110218323672010394, 110226609707179993, 107968432288972030, 462745, 109381566077843035, 109338514093594701, 39869, 110203738236436569, 109449803236436188, 109391768272542481, 3385, 109855641686800461, 109312476472693223, 110213838681348468, 1186876, 433723, 109321579493747505, 109332066016824167, 109304932900666615, 109290433427217812, 109869553451515388, 109672104613663321, 109548490873100814, 109249424889135853, 109312582618562080]"
5399,110163601221145245,"[110027804364302310, 109324674425989375, 110290584187882541, 109375072506610249, 109364411998635199, 106840006578156768, 452454, 110021168538407248, 110136179948180548, 110100878444442877, 108215438784956057, 655782, 109338589377796071, 818377, 110227411956499425, 109882256738785189, 110199768891288258, 109362400640503149]"
8078,109956474191191188,"[110306538165356405, 110306308497285442, 109310448954060212, 554671, 110073367792931510, 110302301279801042, 109934061084719903, 110185641308461544, 109258950994668106, 110158097883745887, 110291958077614726, 110291836706665906, 109536374858879896, 110288119407614090, 110274317664165294, 109520534337184422, 613610, 110272444850225562, 110280488277461162, 109287117903159071, 311006, 109462358781412156, 109264573203611967, 110274594459279487, 109327443445237887, 110244574128878049, 110255797923930115, 109951553789936109, 110261840364194087, 110161755599362130, 109307823233824729, 109423905031117730, 110023501238784563, 109339200495667156, 110235261295638395, 110262801486524799, 109373898399949110, 110256605552603558, 109440589924852484, 109299756179386020]"
9476,109245303877373387,"[109296784879012905, 109364264546546346, 109783087530440278, 110296891815390063, 18877, 109282002164396756, 109292567498513737, 110295159831907375, 5108, 110290584187882541, 109264465429125851, 109320728899911174, 110276456272472778, 110287185520501953, 109841797517665825, 110279577422010508, 109422785701703987, 110281883200521862, 109434434140664303, 108197952139312381, 108220442991049032, 109838103676693328, 39437, 106675830135199312, 109299002467373902, 109298039531129080, 109557197331054825, 107924423888802486, 110210131017200798, 109530002370197955, 110012005693257202, 109536239523971982, 110100878444442877, 109287810133884557, 108155181592574074, 110245881270926212, 109304276240233007, 109984446505647260, 125877, 109545826517754926]"
809,110243903990899621,"[1126914, 109348674028759455, 110285171071775934, 110249278825784880, 1048706, 109500351609074828, 109330292828212650, 110272765807497344, 109541804972980062, 109558051203927100, 110164715158482712, 110265117580023916, 109506491967908320, 109499922749339411, 838323, 109253527594040597, 109386336007955740, 109246271493981202, 108283942599372385, 107238213735738785, 109257374601163508, 108194513977756967, 357044, 109890692459592051, 110202654526689174, 110203910339624800, 800124, 109318461015599571, 472225, 110178533793174335, 109115846061778729, 109383467746321641, 109330398116436616, 109753723537944628, 108204140187036116, 109267222847921031, 110121075242577364, 108814705622031155, 109290817706419509, 110105449857452126]"
7477,110154065161871344,"[110302372192383109, 110068921406778348, 109462443439198213, 109523613582668147, 109832127422396285, 230110, 110238999142690648, 109291116593086613, 109842848901243375, 109422931102433958, 109878056751745089, 110048923750042644, 109368946791136897, 110154552290181980, 1377966, 109321263777812995, 109331279855452886, 108193475670383931, 108209934133790482, 109859266946967657, 109809617328670988, 411662, 109538525336953342, 109365075896912373, 109342546921672833, 109872923892375531, 109364653502086193, 110069424992184501, 109989368676259033, 1007121, 109277314354655884, 109972396986916637, 303790, 109313183620680836, 109371010876960470, 110015671782782228, 109322620844468831, 109984598052428537, 109951087064889251, 236371]"
2273,299598,"[110300692930375662, 368516, 108197274726039240, 369027, 109531593529671403, 110271797207746720, 108202543425632692, 109257206614345754, 110271695719962178, 108252199165031879, 110270656882025436, 108222836421911584, 109241865474911031, 109524121225513824, 108765921451363564, 110258894469488398, 108197116676711084, 421281, 490603, 109524610791536491, 108220448280367128, 939508, 1234041, 110198647453070220, 110209870880278876, 107537000312971849, 110204716806527868, 106143004861617389, 108197433957237711, 110086639492508688, 110124030363829765, 110181231885555799, 106619689670692679, 110153502955969903, 109510293161525199, 109315562679846056, 110103218157729413, 109448696520712429, 109248231600118536, 109270641764337646]"
1470,109308962755481945,"[231587, 109336851987706232, 109440591379604682, 110040584520654856, 109326068000923169, 109252958192520008, 110075770391108323, 213939, 109900375563294153, 109900701731429656, 109498410025580344, 109575420348347018, 109872923892375531, 433566, 109381417629003383, 109530197620737129, 109676464165908230, 109341858255988212, 109246823249940290, 109499533969763533, 109371694848912718, 109578277785645562, 109362130303891364, 109563230239720307, 109537287393972940, 825665, 109455943635324371, 109286868783516669, 109366258290762567, 109438292171792686, 109308853893562329, 109332021037840342, 109385591441670080, 109299854739762003, 109367028501991297, 109377360025125401, 109304960134258716, 109312014968827809, 107909616669852316, 109363103166679848]"
5709,4307,"[109434118035555387, 108194358418704991, 109524503074236266, 108196557225417358, 109422952957593809, 109279337271763290, 108192811914969663, 109512128302271055, 109313415501185699, 110244033251193012, 109366034121550732, 109245133126003364, 109301491249103986, 109251337127900675, 109615998128676994, 109993458623983277, 109309046132514192, 109327056051711494, 109423458054565502, 109569316355341763, 109541818411701369, 109378576485741195, 1148925, 109331917913036423, 109325975695079981, 109490088030987076, 109863853804417253, 109298689826130988, 109286681007141955, 109840653384688297, 109840624454876856, 9106, 109340591698477655, 109258309183856675, 109286965353495429, 109291326049543330, 109250741851105989, 109258481405151059, 109297621215239596, 109463027980231327]"
